trade_id,date,stock_id,trader_id,volume_traded,trade_value
9e2aa239-fc49-4590-9cc6-0876e873c291,2022-11-29,1035,14394,6336,720149.76
e75dd280-fd01-426b-b70c-05d1db958642,2023-04-11,1607,19622,866,428834.54
85451b39-c92c-4e7d-b5ce-55897bc192a1,2022-09-17,1162,12705,9853,947070.36
567a7c2b-3944-4303-b3d4-84f09d92c3d0,2022-01-18,1958,15627,3712,1763200.0
8465e927-0538-43e7-a196-0b1cbb4cde84,2021-04-25,1018,18422,8167,2925664.41
2f74acfa-cfc6-4b61-b0c5-9afc859343c9,2024-02-28,1222,10273,6851,2007685.55
b65a6f04-23e8-4ee2-8eb5-27bbc749f109,2024-09-01,1935,11567,6492,884794.68
5745173f-1f58-4c84-87ad-6a1809853a84,2022-02-27,1832,12359,4342,952721.64
7687568a-426e-4960-9342-88e0b870ae19,2024-04-14,1490,16380,846,213276.6
079555f1-80f8-4c9a-9091-5114133485c7,2021-08-01,1790,19023,605,18561.4
872d80c5-fd74-45dc-bc5b-fc4793cebd89,2020-11-13,1377,10653,8161,2972889.08
aa749291-11ee-4ede-9fd1-1ca39001c11d,2020-07-03,1910,14258,1260,90972.0
e486d069-ba2d-4ae1-90db-28fe5d9edee5,2022-08-19,1225,13823,9418,2913646.66
4a1defa4-17e4-4c1d-9393-0d44cc821cdb,2022-03-16,1385,19062,8978,936944.08
7539bf46-60fe-497e-88f9-82f6ce08f733,2019-10-03,1032,11936,7572,2481571.56
1f580e59-b664-43f5-8182-f0989f9ad73a,2020-03-21,1831,16750,8606,3158315.94
e7fef88e-2cf9-4b9d-9256-067aa305986e,2019-12-06,1075,18314,717,301555.86
d1829427-9a98-4f0b-bcb4-05ea5ed8d99f,2022-12-13,1011,11027,572,143898.04
a673afa4-8096-4050-a172-4cd21dc01770,2021-05-05,1491,13599,587,206019.39
5f6ccd2a-aa92-49c8-9dfb-d881494dfa08,2023-11-13,1431,15574,592,177890.08
6e26d815-69e1-4147-965c-2605b82b6904,2024-08-25,1783,13790,8405,2310366.4
20ac3ca0-fd66-4f26-8e4e-2d2bb658d854,2022-11-06,1948,18623,3737,559354.16
05cff6bc-08d7-4465-a0fe-1eced0192088,2023-06-10,1483,14128,9713,3802153.85
bccfa85a-1424-4dd7-998c-3168efff1aa4,2024-07-03,1791,16238,8473,2642305.05
dab6511b-5b0e-4156-823f-e85303520a1f,2023-11-07,1999,15016,4007,817908.84
2fe28e60-ded2-41ff-89d0-c4b10021de07,2020-07-24,1687,16798,6827,1172673.79
56c9691b-f3ce-4875-aeeb-7ae687de7d5f,2022-12-18,1545,17553,3802,1629423.14
12c92ab7-5664-471c-95de-2a9210aa6fe2,2020-12-02,1886,12120,5257,1593501.84
e632cdc0-946f-4de4-8a22-2dd837d4a96c,2022-05-15,1702,19578,1180,442004.4
491575f7-cb6e-4190-b41a-b977c097958a,2022-11-18,1028,19832,2660,453716.2
27fb4fd6-63da-4f4f-8fa8-2a75dae035f2,2020-04-02,1498,11248,6798,2407239.78
376485f3-b429-479c-868a-270ce312d778,2020-09-23,1302,13555,2513,259592.9
b8542e48-2229-47e3-8a4b-a005b959a124,2021-07-18,1682,13281,1861,824553.27
87c13101-b5bc-448a-9887-ef1c412dc883,2023-08-31,1656,12037,2064,692286.24
20fde1d8-d8eb-42df-b7e0-7ac29630f132,2020-12-06,1994,19883,1940,104236.2
7ffec213-2b0b-40d8-938c-aa834989b931,2022-11-13,1224,17331,940,268520.4
85dc71dd-0446-4023-9353-1c22b00d3216,2020-04-05,1504,19761,3327,610903.74
7a3ae831-39bf-4e41-8203-2a88c9973e8c,2023-03-30,1473,18078,7564,1966866.92
355e1052-07d7-47a0-ba33-55ef385f213f,2024-03-21,1383,19956,4660,1642044.2
ae15f170-32d9-4c52-84da-86be3e49e128,2022-06-13,1549,14714,915,289643.25
fe341be9-74e4-4752-915a-2d32efc1ab99,2023-06-11,1842,11002,3904,943909.12
3f4e4e2e-f235-4355-9b07-acc8795da3f2,2023-01-03,1860,12423,4941,1253334.06
71527877-f918-4519-833b-c010687eab49,2019-12-21,1543,18301,8855,2359149.1
1025b810-dbcf-4650-b296-739eb5455e5a,2020-11-28,1213,16887,5432,2106040.72
f1c506b6-de0e-481e-899c-aeb337c9d445,2019-10-24,1383,15510,3810,236943.9
82e9bdd3-1776-4144-b688-eba22bef5447,2024-04-18,1200,10622,3620,859967.2
266d247c-a56c-4a53-9d37-0ab7ddf33cb0,2021-04-06,1486,16039,5908,1998026.52
4c6a64b3-aafa-4e43-8a08-5127b7fdd4cb,2019-11-27,1394,10069,3922,469894.82
71a21d58-35b9-4aa6-b8e7-c351e930af95,2024-07-26,1140,11834,4360,1420575.2
9d303fa3-014a-4f8c-a045-fa4119434fa6,2020-03-26,1508,11658,5132,623845.92
c9c8ae12-a2f8-4746-8ebc-ee0280fd5d9d,2020-07-15,1726,17452,169,60564.53
cb58d646-049f-49d0-a6f6-35e13a14f4b3,2023-01-05,1984,13594,4826,521256.26
6feb18ef-dfe2-4a0d-9bc5-1fd8b94e1a9c,2021-08-07,1026,17150,8610,4241027.7
e70f535d-b2e8-4c89-8047-21a0e5d3fe47,2023-06-02,1314,16510,245,60287.15
5a2b90c8-a0b3-4df6-827b-b55454b800f1,2023-09-11,1740,13152,5740,1661902.2
ed71291f-87eb-4e5e-b31a-fe56de3d4319,2022-09-10,1652,19627,9337,1726224.56
b4e3a1db-b295-4c11-ade2-18cd7347319e,2023-05-05,1450,13637,1575,309771.0
566c7379-eb6d-49bc-97f0-694f623b0c88,2019-10-22,1218,17119,7173,3535499.97
580c6989-b8d5-459d-b9c5-9c2544111fba,2022-08-21,1461,10622,7597,1822520.3
b117784e-7c65-4784-985f-c910b3565747,2022-02-09,1144,11456,9605,2250259.4
8066f4ed-f07c-474e-b904-fb207cf8529f,2023-09-22,1346,12623,1504,522805.44
2f04d2d5-3dde-483f-a6e5-a354938fb988,2023-05-22,1067,15671,7519,3108580.17
5346316a-db6f-4cef-8741-3ae93a773b4b,2022-11-07,1430,15489,6785,3328449.6
c362b3e6-2ff4-4f64-af89-cea87494eab0,2022-07-06,1730,16437,2737,298606.7
947f5846-bbbb-4ae1-b5a3-393d9d93e0fe,2019-11-26,1625,12646,5445,2246770.35
468a1875-66cb-40ad-92bf-e6a5bce754c6,2024-03-31,1066,19018,8427,3335238.06
a66d6ba0-10e0-4a84-a090-6d6449b94c3a,2020-10-31,1121,15671,8041,252165.76
1791e981-9b41-44bb-919b-32bb35a28279,2020-03-19,1692,15812,7089,1751904.57
b0c0c414-2068-40d9-950b-aebc8f15173f,2024-07-28,1320,18048,6669,3322429.11
280a4331-5e32-408a-90e4-54c3f2208b2a,2021-02-08,1756,11622,5810,2882631.5
510ff05b-0c14-420f-aa5e-b656b846a091,2023-01-22,1201,14622,6402,724002.18
d50a4ec1-d36d-45ab-9342-1061e4a5bde7,2021-07-13,1216,11004,4100,1047140.0
6097bf5e-331d-423e-99d0-5cc4f05a7186,2022-03-17,1531,15673,6043,224316.16
27243e55-c233-46c8-a223-43f9fefcdaf0,2020-09-07,1352,18939,4774,2161905.9
89f41b61-a793-4096-8044-fb55e0ebfb7a,2022-05-26,1107,14719,1008,85397.76
1000cedf-23de-41a0-ae12-97a0b68901ed,2020-02-04,1740,13012,7320,3593534.4
1f8b8468-fc2e-4b3c-8121-036c773c9777,2021-07-23,1612,19185,7792,2448012.64
5e176030-f8b9-4576-b7fa-be229a2e69c6,2021-02-08,1386,14658,439,81825.21
936a1ca6-bc05-40eb-8abd-82004ea2c033,2022-09-13,1859,19882,5871,2860644.75
4e65eefd-803d-4777-904f-60115ba28784,2022-04-03,1479,13911,547,154275.88
18709459-fee9-4982-82a1-170315a8c7fb,2019-11-14,1751,16576,9376,3555754.24
6fc0987b-6208-475b-bc55-f4e2e6ff4865,2024-01-19,1820,18183,2621,634675.15
0dc5ff65-d614-4889-bd49-e9bb2c09f80a,2020-10-16,1372,16525,2896,329391.04
328dbcf7-e245-4294-aaf9-08c42e7432a1,2024-03-03,1742,12350,3661,1747322.08
8150cc71-9c55-4215-9bc9-f5b40aee7a17,2021-06-24,1199,10853,5952,254150.4
9736d50a-55e5-4830-bffe-f1f7f88eb0ac,2021-04-25,1434,15226,8806,2195511.92
96ed14b6-6146-4b6c-b526-84b382cf4280,2023-04-25,1074,11850,631,208274.17
4dbed586-0084-4ce3-b9c9-b623ad6bbf3c,2022-03-19,1664,10069,751,318273.8
5c7ca384-2e2d-4883-92eb-01402ef411f4,2024-01-06,1434,17681,3130,746661.5
bb734dd0-fca9-4697-8bf4-efe3ad15752e,2020-07-09,1243,12653,3626,133219.24
1ed2b85a-fcc5-4158-8a0d-3252cde220a5,2023-10-21,1780,19799,9901,1724853.21
504c9494-7956-4bb6-b628-0e0873f161df,2020-03-26,1762,15670,1113,535909.5
0a615c14-999d-4ddf-83b2-e32b2bd508b5,2024-08-04,1878,16735,3392,458394.88
ff539ddf-d10f-4bbf-bb4c-615f022b396f,2024-08-16,1723,18186,3392,1161895.68
5c89e149-2bc5-4816-924c-1bf09f37b7d0,2021-07-24,1645,13440,4881,1060153.2
6f2a5814-39b0-4c1e-90ce-2255595838b9,2024-07-06,1298,17341,6285,1268124.45
dad4097f-d113-4aba-bfd6-6bc25bab08a3,2023-10-24,1881,18358,1889,746778.37
0a4cb6d2-85f0-4d90-9c9e-15a86bcfbc80,2020-01-03,1814,15099,1834,641881.66
14e86dad-6493-477d-916c-35c08d3f6894,2022-08-02,1231,16666,6090,1690705.8
dde262cf-c315-4dc4-b09e-06717fd27917,2023-06-11,1507,16190,8481,1976921.1
c097652c-7189-4f21-a7f4-693a55281568,2020-10-25,1363,12463,7148,3064847.96
88db1763-8d67-4b26-af08-ef2123495017,2022-11-29,1036,19552,447,162064.32
4c6d02a3-5b73-4c66-b9d9-7780a27e5e3d,2021-07-16,1084,18545,9291,2118348.0
8fe29fa2-2c8b-49e0-a290-636470cb7050,2023-02-24,1991,16777,1287,471016.26
439a8564-4d4b-4aa0-a804-0106db3dac5a,2024-03-24,1360,14332,6093,913584.42
0d0a20fb-3531-4b56-9751-251149cf2a46,2019-10-04,1654,10931,3093,486590.76
affd98ef-eaf7-4eaa-bbbd-34bf3be9f022,2021-10-04,1747,12853,7909,3875726.36
a48bebed-68b3-4a08-9461-cf8b023b5660,2023-11-10,1107,17934,356,39750.96
0dc15d32-e100-4dda-be87-d2c5efb4092c,2024-03-04,1590,15600,5938,2107218.06
92b5a6ba-94c4-4455-99ed-609f85146e81,2020-09-02,1558,19802,3209,107886.58
49558ea6-2eb1-4d39-acdd-e0480ff9ba45,2022-07-05,1398,14525,9100,4233593.0
5b829a5e-321f-4767-a18f-3443c43975b8,2020-03-08,1974,19729,8950,4221983.5
c95a117c-0ea6-4c10-8d7c-e0a8fcf57912,2024-04-22,1894,10737,4285,1745023.4
a16e9ab5-ad68-4701-aa46-2a783e5ce507,2023-01-01,1074,12658,6660,418248.0
cd34501f-9e0f-4aea-9f51-cec327450714,2021-03-29,1098,11757,6180,982867.2
6a75a75d-03b9-475f-b88e-58b51a1e9a9a,2021-03-17,1843,18018,7721,1885622.62
8511d103-af5f-4888-a999-285f584f788e,2022-06-30,1169,11309,9466,227657.3
56ce323b-46be-48ef-bffb-ed609e492382,2021-09-11,1721,13940,3010,290374.7
2ebac1c9-2059-4964-a74f-a979b451e775,2024-07-01,1008,10213,6238,2069518.88
7cfdf75b-12bc-463f-a44e-6d2c9b44c7bd,2023-02-15,1425,15926,541,161055.7
5a2490de-3ec9-44a8-8b13-77e838109b2f,2020-09-30,1845,14709,8881,933748.34
12ae76cd-7576-4031-8415-b9df6af26f27,2019-11-21,1418,13851,7223,2419560.54
52a97eef-4142-45e7-a132-0a7580314d70,2019-12-04,1435,19926,962,452823.02
0339619e-77ba-4f0b-8b95-e8fb0b6c55ff,2024-08-26,1955,18660,4482,1319680.08
b20eaac2-80df-4ead-9e40-d5b8a2db2b06,2024-04-08,1790,12976,4539,1772434.11
5df31e37-23a5-4a19-8635-bada6bce984d,2022-02-01,1606,11837,3440,989034.4
1757d95b-e389-45b2-9b07-842d3d082528,2023-06-22,1113,13846,1799,116719.12
8ca5ce64-85cb-4376-8032-5459a6906297,2023-02-11,1333,17567,2463,63791.7
c5e13077-8031-4289-9d54-4c24ac51eadb,2024-03-01,1854,13817,722,333621.76
e0afc783-a498-4e59-a5e2-4ab4efe1cc08,2021-03-09,1277,18604,4381,1686816.43
2eba1212-9e8e-44ee-9d02-b0fa4e0fa835,2022-01-29,1065,16202,8011,3012616.66
f4ac19e7-2090-4cc1-99f1-4dff9951ea71,2020-04-17,1760,19967,1884,498619.44
8945e97f-0266-49e6-84ad-5d6ff6dac022,2022-09-17,1346,15685,6273,482142.78
1058f334-f6a0-48de-af40-7de567bc5945,2020-06-07,1656,14334,4079,1922962.97
f1e57f79-5d86-47a4-8f3e-87087ba682f0,2020-08-05,1548,17937,3024,1209206.88
fe8a4776-f3a7-47e2-8c0f-584a2ddf4b08,2022-02-12,1508,13929,2517,244778.25
86d3def5-41d6-4aa3-b0d2-b138e2e64e87,2022-01-04,1185,19786,7510,3268652.4
afe71366-3a88-41b4-bcfd-eb7d1a6b8305,2024-06-18,1713,16249,2982,193830.0
a5bfb370-3fc3-4a07-ac50-b32c2f7d11d5,2023-04-05,1141,18188,5312,2207985.92
f1f9ad03-4cd2-4a17-b94d-6540f7da13eb,2022-04-01,1908,16867,4668,885753.0
b146cf12-9729-4b73-b6a1-f30e7596e6a8,2021-10-18,1444,16933,2178,192687.66
1c364e0a-c36e-4dce-bf8f-0fbf9e6b69fd,2024-05-21,1114,15489,8492,1117632.12
37a67f9c-cd3a-4923-8cd7-67f00b58ffc7,2024-07-06,1563,17480,619,147910.05
0260105a-3f3e-4f06-8f39-c18f803de027,2020-05-28,1852,19610,6258,2124528.42
4c33a2d1-82c5-4b97-99a9-c44be6b0593a,2023-11-29,1628,19517,7068,1477070.64
35c34a7b-6f20-4798-afaf-28955ca98dc9,2022-01-15,1701,15615,7091,1349559.12
1b3d32aa-6e8e-4d72-96ed-13676b6fe4d6,2020-11-18,1364,16375,2902,333497.84
925c1c82-ce11-4ed1-949d-c31a90439040,2020-07-29,1561,14304,8201,3362245.98
d189ac74-f810-4b24-bae9-4feaf01239f7,2021-07-02,1122,14457,5314,1064659.9
5f97ccc2-860d-4a88-9ec5-b2f03a941b90,2021-08-31,1846,18745,3764,1549902.28
fb40995e-4927-4965-bd89-1e4a55523b4f,2022-01-27,1336,10582,8623,878166.32
3bfb8d38-70b7-4032-a6ce-cba565c2675b,2023-09-09,1995,17405,569,248379.88
4c9af299-55c2-4382-a823-56ecbd9625d7,2022-08-20,1240,17013,2677,174701.02
9048d24e-f1b7-4de9-83db-2db6e0eb5b10,2021-01-08,1686,17512,1268,631007.52
8268e496-d71e-4014-9762-eac597a0fce2,2024-09-01,1171,10261,9113,3058505.06
9f23d906-7de8-4b65-bd2a-8dad131c6bb4,2019-10-03,1932,18582,8158,3841846.94
566351e6-7f6e-4deb-ae6a-2057de588435,2021-01-21,1638,12825,2037,118920.06
8e9348b4-47d5-4618-8c3a-4f2457dd0f4b,2021-08-27,1036,12164,4689,2216677.86
cb03ca1c-dd4d-4703-883d-b383219a3fea,2020-11-30,1528,16501,8686,2355208.9
c5f20185-64d5-42fb-8f8a-af8fa97a9efe,2020-11-29,1205,11064,7298,2231290.52
8e729adb-4c23-487d-b29c-157d18002d83,2021-09-10,1497,13599,6312,433192.56
582205e0-963c-47aa-a784-ea57d1c6a2dd,2022-09-25,1032,17064,7063,2867295.48
592a4fd1-a4cc-4bc2-a6a8-586b2f786ba5,2020-11-02,1908,19787,2780,686131.8
2b5cfd28-f806-4bf5-b181-33dd20f7ede7,2022-07-02,1965,15983,3354,465568.74
5b98721b-9b0f-490a-aadb-03d93eeca827,2020-03-22,1151,11878,1069,143117.72
0f429e00-d893-4543-b64d-f319d54a5406,2020-05-19,1383,15706,3133,463182.72
f76afbda-9c15-4a57-814b-da3e60ed96ac,2022-11-11,1461,13351,9425,497828.5
4975414f-5b3d-4eb3-b24b-6a188c75b9c5,2019-12-20,1643,12440,8011,1345687.78
bdad0470-1d3a-4b41-a082-5a1af5a077e9,2019-11-26,1478,15095,4810,384655.7
9711d8aa-c520-415b-a499-c0ec5b283aa1,2023-07-10,1227,10602,4608,1032053.76
79becc44-a5a5-4537-9bf3-e7fd68394d13,2023-02-28,1403,12232,544,163520.96
3a9b20d2-11e9-4249-a1f4-d46d30e37218,2020-09-25,1997,19338,1702,59433.84
031508e4-0966-47d7-9355-c63398acf0e8,2024-07-24,1291,17874,7957,3836467.55
de114cbb-e12d-411a-9e23-acbc8a20a568,2023-03-09,1545,11743,8663,407161.0
6c3b6b58-c386-4097-b586-ef0e8149fa33,2021-04-17,1722,18553,2884,659830.36
f0407af3-2b9d-408b-a30c-be94eeb45c99,2023-09-08,1058,14232,7335,3028694.85
320a14c5-8414-48bb-9d51-fb899c33a680,2023-03-17,1611,11919,106,23245.8
0702da44-4e13-4b28-80b8-76c832e4ebb4,2022-04-30,1666,12370,9714,2559347.58
287f957d-9655-4601-9605-0e16dbf3a09c,2022-08-20,1595,16620,271,74665.92
78189412-ea58-42fd-8a6f-44c7150dcdeb,2021-06-11,1421,19026,6596,2149372.56
22da2d82-3ec2-41f0-988a-339b97fc3b3e,2023-09-27,1721,10323,9938,923737.1
83093e7e-ea60-4cc8-b329-5b638dc11801,2021-06-15,1632,16347,5730,313488.3
97fd355e-a201-4083-ac2f-9a658945d860,2021-02-20,1202,16741,6131,1785776.37
c442995e-26f6-4d8b-b621-9aa18de4ddfe,2023-04-11,1433,17532,1321,257449.69
7d4a108e-7454-463c-8715-8fceb2b8b837,2020-10-24,1939,13122,8758,4023687.94
3954dddc-f3bd-41d6-a799-626d46c67c47,2023-05-21,1751,11879,4509,1032110.1
78ccc783-0efd-416c-a6d7-cb03943c8254,2020-03-22,1513,10804,2339,756900.4
5940dc05-45f6-41ba-b697-155b728cc963,2020-01-08,1917,11242,2697,1341218.1
320ff034-89a5-48e0-beec-2b38c1710cdf,2021-12-15,1434,11370,2030,1014391.0
af8852a8-cd95-4f2b-8e1e-0e28a542a9a4,2022-10-11,1617,11615,9236,474915.12
49fdb818-eb08-40c4-88a2-cce3fa34d029,2022-04-28,1948,11545,7584,2660770.56
f743cc68-579c-4ae8-8ad8-bf0d5b83137b,2023-10-14,1830,19841,3482,741352.62
7e1ba3cf-ba80-40a0-9ce9-9997303db544,2024-07-24,1396,15908,9640,2285451.2
8a3b45c2-77b8-4d58-b987-7c18e80a9490,2021-12-09,1136,19753,6053,1184632.63
d7dc960d-1cdc-4e3b-b12f-a3ea6753fb03,2024-07-21,1251,12392,6347,2988738.83
a42b4e1b-9ca1-4a1f-8c04-649177ca745a,2024-08-05,1746,18067,7890,3252731.4
752ac28a-1b48-4204-a69c-028709a404cb,2021-03-13,1302,17864,2452,349973.96
33bb1599-15ab-42a3-aa2a-a87173f47be6,2023-12-23,1126,12691,3289,1373256.17
858d6a91-21bb-4033-a721-0fb4bde7cb72,2019-10-16,1045,12207,7254,3546988.38
cd118691-3dcd-4559-b431-a412dd9f7537,2022-07-07,1363,15931,7844,589319.72
6af8a8a2-2f8e-4ddc-9fd8-188b98b93cec,2020-04-29,1974,12128,5219,1703272.84
701b67ca-b3fe-4e9e-b3ea-96ce7334decb,2022-05-02,1966,14060,4272,297160.32
6c9b7aba-686a-451e-84f1-b138fa68ec1f,2021-01-24,1197,16587,928,256332.16
9d4e3659-0f8b-4996-a6f2-f99b76a8d0fa,2023-12-25,1264,16009,1832,740476.08
677aba6e-5a4c-48af-a04c-f7ef94352d52,2019-10-06,1883,15651,3913,882264.11
60ebee37-7359-427b-aafc-eb3a07491f22,2021-10-03,1668,19778,3998,251354.26
9d067469-751b-47b5-b5e1-31a45f54e065,2020-12-09,1327,17839,1246,493054.66
4cbb45aa-0c1f-4c7a-83ce-dd008fb796c2,2020-12-23,1652,18221,8989,3062372.52
d3791754-56d7-4500-b3f9-6068749a68ce,2020-01-09,1651,12754,824,95427.44
c3dd18d2-e266-4a0e-9b8e-76af957b375b,2020-12-13,1640,11875,6112,1734585.6
f2e16357-8e1d-483f-b361-fd221a04584c,2023-09-07,1602,17231,1929,536975.73
df490468-8ef1-4828-ac56-e39745734b84,2023-12-23,1537,15386,3690,840434.4
f292b674-7cd9-4a27-973f-4c029653fa31,2020-02-27,1406,16991,6974,3312580.26
7ad9067d-2738-4f6d-b8d1-40e80d3dd410,2021-06-19,1531,17430,3296,498816.64
779c4d57-7e7e-4708-b310-737914c1ab3e,2022-11-19,1925,16926,9075,2740377.75
36faea08-e9d4-4c31-9f4d-ccad3a6a4944,2023-09-29,1610,15845,6025,464346.75
b545a7b6-fbb0-490a-a16f-d2e10c36bd2b,2020-07-15,1278,18981,1180,68971.0
bc8f570d-b3ba-46e8-81ef-d42cf767f94d,2024-08-17,1089,10448,2929,1345084.67
b7b23fff-7ecd-4652-83f8-697b38b16f01,2021-09-05,1139,11562,1968,151398.24
6cc7ee99-9672-4a5a-a21d-f0407379315d,2020-07-25,1593,17480,2915,634945.3
91e04f16-804b-4e57-a651-0fc5acee38af,2022-01-05,1383,13981,4588,1508809.68
c5a7aba5-8d92-4968-b743-c4ace8bde02c,2024-09-18,1755,16844,8624,3241157.92
a6c8d1bc-be49-4e0b-b510-60d1bcca6cea,2022-04-10,1994,18318,7221,694515.78
5f61b4e9-23e7-4af9-b949-7621923aca9b,2024-06-24,1299,13832,1352,342231.76
0504cd4f-2ea2-4e0a-8960-39590389e6a1,2022-11-20,1260,19897,8338,1245863.96
57bb25e6-f788-4fe8-bade-a51cce36246b,2019-12-23,1671,13804,1077,467514.93
ca196a9c-5335-4986-8386-68b8c0c5362d,2020-09-11,1971,19936,222,82051.2
a3b6188c-c205-455a-91a7-d74c78897e30,2023-06-14,1222,16709,2012,63659.68
f9c8bb7e-66db-4811-8cca-7f845d47c207,2021-08-29,1887,15453,1322,153074.38
eea4823d-43eb-419c-b778-e736669fb4e4,2020-07-11,1054,11954,5523,1340542.56
d51b0e2a-fa51-4efc-9773-af0862303d3c,2020-11-01,1131,13691,7573,1765872.14
21c788c6-a37b-4b16-8d1c-469d77777080,2023-12-21,1649,12571,1338,309104.76
b6852f6e-e6b0-48b2-a8a0-b61d4b005868,2022-10-22,1656,13982,2334,403501.92
40475664-e87b-45e0-8b35-66e61f90a17b,2020-12-18,1098,18718,9397,404071.0
778d66e5-d2d6-491d-9993-98e90f1af120,2021-07-22,1852,16425,5701,127417.35
d8aaf93e-ea0a-444b-a0af-d3e873ea8c64,2020-01-11,1192,16784,8804,2687597.08
0eae9313-373b-47ad-8dfd-9d3be112bd3d,2023-01-01,1993,12331,2575,1064711.0
ec763374-c2ad-4e34-b64f-931c45145507,2020-08-09,1970,11558,1140,298258.2
457f7423-d7db-4d36-90c6-fbceca034563,2023-09-21,1046,14312,5458,2143738.66
